Wavenumber,Intensity
3917.875,43.951057
3917.75,42.391141
3917.625,43.839601
3917.5,47.229584
3917.375,50.771874
3917.25,53.110145
3917.125,53.854943
3917,53.501673
3916.875,52.992541
3916.75,53.131422
3916.625,54.118783
3916.5,55.560701
3916.375,56.921165
3916.25,57.926413
3916.125,58.583671
3916,58.979843
3915.875,59.182441
3915.75,59.262375
3915.625,59.290135
3915.5,59.297383
3915.375,59.288049
3915.25,59.276844
3915.125,59.278662
3915,59.277008
3914.875,59.243859
3914.75,59.183876
3914.625,59.131144
3914.5,59.109879
3914.375,59.121072
3914.25,59.156246
3914.125,59.20269
3914,59.242105
3913.875,59.262811
3913.75,59.268408
3913.625,59.264936
3913.5,59.250315
3913.375,59.226826
3913.25,59.211118
3913.125,59.218861
3913,59.2481
3912.875,59.286632
3912.75,59.325913
3912.625,59.360216
3912.5,59.38299
3912.375,59.393032
3912.25,59.396425
3912.125,59.397364
3912,59.395179
3911.875,59.392506
3911.75,59.395465
3911.625,59.403134
3911.5,59.407661
3911.375,59.406378
3911.25,59.40285
3911.125,59.39591
3911,59.380689
3910.875,59.361266
3910.75,59.349231
3910.625,59.348833
3910.5,59.355381
3910.375,59.367252
3910.25,59.385814
3910.125,59.404732
3910,59.413957
3909.875,59.413955
3909.75,59.41286
3909.625,59.411762
3909.5,59.407051
3909.375,59.403329
3909.25,59.407355
3909.125,59.412422
3909,59.406493
3908.875,59.393789
3908.75,59.39034
3908.625,59.400389
3908.5,59.414054
3908.375,59.42429
3908.25,59.427094
3908.125,59.410974
3908,59.369228
3907.875,59.317456
3907.75,59.272866
3907.625,59.222085
3907.5,59.137797
3907.375,59.005171
3907.25,58.752937
3907.125,58.131822
3907,56.776804
3906.875,54.563603
3906.75,51.972913
3906.625,49.989874
3906.5,49.450375
3906.375,50.390806
3906.25,52.045829
3906.125,53.528531
3906,54.474692
3905.875,55.057281
3905.75,55.521841
3905.625,55.874676
3905.5,55.910595
3905.375,55.235345
3905.25,53.157308
3905.125,48.929655
3905,42.58343
3904.875,35.632152
3904.75,30.616988
3904.625,29.556837
3904.5,32.645402
3904.375,38.310133
3904.25,44.449311
3904.125,49.600806
3904,53.278821
3903.875,55.608491
3903.75,56.908312
3903.625,57.515681
3903.5,57.710012
3903.375,57.577972
3903.25,56.9488
3903.125,55.573127
3903,53.36252
3902.875,50.354114
3902.75,46.483994
3902.625,41.706237
3902.5,36.600492
3902.375,32.697126
3902.25,31.768751
3902.125,34.483728
3902,39.817496
3901.875,45.818385
3901.75,50.916
3901.625,54.520883
3901.5,56.742634
3901.375,57.918266
3901.25,58.409237
3901.125,58.542397
3901,58.513108
3900.875,58.361698
3900.75,58.058416
3900.625,57.484153
3900.5,56.226323
3900.375,53.53335
3900.25,48.812591
3900.125,42.428476
3900,36.038221
3899.875,31.893837
3899.75,31.521516
3899.625,34.814231
3899.5,40.256965
3899.375,45.97166
3899.25,50.642345
3899.125,53.764678
3899,55.400928
3898.875,55.921758
3898.75,55.852083
3898.625,55.708679
3898.5,55.815663
3898.375,56.238718
3898.25,56.87485
3898.125,57.573681
3898,58.207995
3897.875,58.703462
3897.75,59.045544
3897.625,59.253977
3897.5,59.353693
3897.375,59.377239
3897.25,59.372935
3897.125,59.381554
3897,59.408821
3896.875,59.440817
3896.75,59.474835
3896.625,59.515677
3896.5,59.555327
3896.375,59.580256
3896.25,59.589151
3896.125,59.583029
3896,59.551002
3895.875,59.48906
3895.75,59.421849
3895.625,59.382186
